"id","name","Common Name","edible or poisonous?"
490,"Quercus ilicifolia","Bear Oak","edible acorns"
491,"Uvularia sessilifolia","Common Name","edible or poisonous?"
492,"Claytonia caroliniana","Carolina springbeauty","edible roots"
493,"Nelumbo lutea","Lotus, American","edible roots"
494,"Morella pensylvanica","Common Name","edible or poisonous?"
495,"Thalictrum pubescens","Common Name","edible or poisonous?"
496,"Camissoniopsis cheiranthifolia","Common Name","edible or poisonous?"
497,"Aesculus glabra","Common Name","edible or poisonous?"
498,"Camassia scilloides","Common Name","edible or poisonous?"
499,"Purshia tridentata","Common Name","edible or poisonous?"
500,"Solidago canadensis","Common Name","edible or poisonous?"
501,"Hylocomium splendens","Common Name","edible or poisonous?"
502,"Carduus nutans","Common Name","edible or poisonous?"
503,"Galearis spectabilis","Common Name","edible or poisonous?"
504,"Oxydendrum arboreum","Common Name","edible or poisonous?"
505,"Trillium undulatum","Common Name","edible or poisonous?"
506,"Erigeron philadelphicus","Common Name","edible or poisonous?"
507,"Passiflora foetida","Stinking Passionflower","edible fruit"
508,"Passiflora lutea","Yellow Passionflower","edible fruit"
509,"Passiflora incarnata","Purple Passionflower","edible fruit"
510,"Lespedeza capitata","Common Name","edible or poisonous?"
511,"Rubus phoenicolasius","Wine Berry","edible fruit"
512,"Vitex lucens","Common Name","edible or poisonous?"
513,"Euphorbia antisyphilitica","Candelilla","Toxic sap"
514,"Clinopodium vulgare","Common Name","edible or poisonous?"
515,"Gaillardia aestivalis","Common Name","edible or poisonous?"
516,"Leonotis nepetifolia","Common Name","edible or poisonous?"
517,"Ulmus alata","Winged Elm","edible leaves "
518,"Sisyrinchium montanum","Common Name","edible or poisonous?"
519,"Aesculus hippocastanum","European horse-chestnut","poisonous"
520,"Echinocactus platyacanthus","Common Name","edible or poisonous?"
521,"Jatropha dioica","Common Name","edible or poisonous?"
522,"Galium verum","Lady's bedstraw","edible seeds"
523,"Caulophyllum thalictroides","Common Name","edible or poisonous?"
524,"Castilleja miniata","Common Name","edible or poisonous?"
525,"Mertensia virginica","Common Name","edible or poisonous?"
526,"Lonicera morrowii","Common Name","edible or poisonous?"
527,"Pastinaca sativa","Wild Parsnip","edible root but toxic leaves"
528,"Plantago media","Hoary plantain","edible seeds"
529,"Pedicularis groenlandica","Common Name","edible or poisonous?"
530,"Terminalia catappa","Common Name","edible or poisonous?"
531,"Chasmanthium latifolium","Common Name","edible or poisonous?"
532,"Diervilla lonicera","Common Name","edible or poisonous?"
533,"Galanthus nivalis","Common Name","edible or poisonous?"
534,"Schefflera digitata","Seven-finger","Medicinal use from the sap"
535,"Veronica chamaedrys","Common Name","edible or poisonous?"
536,"Metrosideros umbellata","Southern Rata","not edible"
537,"Solanum laciniatum","Tasmanian Kangaroo Apple","edible fruits when fully mature"
538,"Centaurea stoebe","Common Name","edible or poisonous?"
539,"Lilium michiganense","Michigan Lily","not edible"
540,"Tiarella trifoliata","Common Name","edible or poisonous?"
541,"Asplenium polyodon","Mare's tail fern","not edible"
542,"Rubus parviflorus","Thimbleberry","edible fruit"
543,"Clintonia andrewsiana","Common Name","edible or poisonous?"
544,"Hieracium venosum","Common Name","edible or poisonous?"
545,"Asclepias verticillata","Common Name","edible or poisonous?"
546,"Asclepias incarnata","Common Name","edible or poisonous?"
547,"Veronicastrum virginicum","Common Name","edible or poisonous?"
548,"Asclepias exaltata","Common Name","edible or poisonous?"
549,"Arctostaphylos uva-ursi","Bearberry","edible berries"
550,"Rhodiola rosea","Common Name","edible or poisonous?"
551,"Malus ×domestica","Apples","edible"
552,"Dysoxylum spectabile","Common Name","edible or poisonous?"
553,"Chamerion latifolium","Common Name","edible or poisonous?"
554,"Lupinus albifrons","Silver lupine","Toxic"
555,"Pinus monticola","Common Name","edible or poisonous?"
556,"Abies concolor","Common Name","edible or poisonous?"
557,"Woodwardia areolata","Common Name","edible or poisonous?"
558,"Oenothera suffrutescens","Scarlet Beeblossom","edible roots"
559,"Glebionis coronaria","Common Name","edible or poisonous?"
560,"Typha domingensis","Southern Cattail","edible roots"
561,"Yucca rupicola","Twistleaf Yucca","edible flowers and fruit"
562,"Baptisia bracteata","Common Name","edible or poisonous?"
563,"Lithospermum incisum","Common Name","edible or poisonous?"
564,"Nothoscordum bivalve","Common Name","edible or poisonous?"
565,"Clarkia unguiculata","Common Name","edible or poisonous?"
566,"Impatiens parviflora","Small Balsam","edible seeds"
567,"Solanum lycopersicum","Tomatoes","edible"
568,"Aegopodium podagraria","Common Name","edible or poisonous?"
569,"Epilobium hirsutum","Common Name","edible or poisonous?"
570,"Pachycereus pringlei","Common Name","edible or poisonous?"
571,"Ulex europaeus","Common Name","edible or poisonous?"
572,"Brodiaea elegans","Common Name","edible or poisonous?"
573,"Ribes speciosum","Fuchsiaflower Gooseberry","edible berry"
574,"Rubus occidentalis","Black Raspberry","edible fruit"
575,"Euphorbia bicolor","Snow on the Prairie","Toxic sap"
576,"Gaillardia pulchella","Common Name","edible or poisonous?"
577,"Vaccinium angustifolium","Lowbush blueberry","edible berry"
578,"Cirsium undulatum","Wayleaf thistle","edible root"
579,"Picea glauca","Common Name","edible or poisonous?"
580,"Conopholis alpina","Common Name","edible or poisonous?"
581,"Monotropa hypopitys","Common Name","edible or poisonous?"
582,"Acer macrophyllum","Bigleaf Maple","edible sap, seeds, young leaves"
583,"Taraxia ovata","Sun Cup","not edible"
584,"Comandra umbellata","Common Name","edible or poisonous?"
585,"Bursera simaruba","Common Name","edible or poisonous?"
586,"Echinocereus mojavensis","Common Name","edible or poisonous?"
587,"Aquilegia vulgaris","Common Name","edible or poisonous?"
588,"Lysimachia nummularia","Common Name","edible or poisonous?"
589,"Salvia engelmannii","Engelmann's sage","edible plant"
590,"Oenothera elata","Tall Evening Primrose","edible roots"
591,"Arctostaphylos patula","Greenleaf Manzanita","edible fruit"
592,"Larrea tridentata","Common Name","edible or poisonous?"
593,"Opuntia polyacantha","Plains pricklypear","edible fruit"
594,"Clintonia uniflora","Common Name","edible or poisonous?"
595,"Trillium ovatum","Common Name","edible or poisonous?"
596,"Circaea lutetiana","Common Name","edible or poisonous?"
597,"Clarkia concinna","Common Name","edible or poisonous?"
598,"Pittocaulon praecox","Common Name","edible or poisonous?"
599,"Coprosma repens","Common Name","edible or poisonous?"
600,"Nemastylis geminiflora","Common Name","edible or poisonous?"
601,"Coreopsis lanceolata","Common Name","edible or poisonous?"
602,"Coreopsis tinctoria","Common Name","edible or poisonous?"
603,"Cornus nuttallii","Pacific Dogwood","edible berries"
604,"Erythronium americanum","Yellow Trout Lily","edible roots"
605,"Trifolium pratense","Common Name","edible or poisonous?"
606,"Achnatherum hymenoides","Common Name","edible or poisonous?"
607,"Dudleya farinosa","Common Name","edible or poisonous?"
608,"Betula nigra","River birch","edible sap and inner bark"
609,"Euonymus alatus","Common Name","edible or poisonous?"
610,"Sabatia angularis","Common Name","edible or poisonous?"
611,"Sicyos angulatus","Common Name","edible or poisonous?"
612,"Sabatia campestris","Common Name","edible or poisonous?"
613,"Polytrichum juniperinum","Common Name","edible or poisonous?"
614,"Liatris spicata","Common Name","edible or poisonous?"
615,"Eutrochium maculatum","Common Name","edible or poisonous?"
616,"Symphyotrichum novae-angliae","Common Name","edible or poisonous?"
617,"Croton californicus","Common Name","edible or poisonous?"
618,"Packera glabella","Common Name","edible or poisonous?"
619,"Phacelia minor","Common Name","edible or poisonous?"
620,"Mimosa pudica","Common Name","edible or poisonous?"
621,"Ambrosia psilostachya","Common Name","edible or poisonous?"
622,"Cirsium arvense","Creeping Thistle","edible roots"
623,"Glandularia bipinnatifida","Common Name","edible or poisonous?"
624,"Lepidium latifolium","Tall whitetop","edible plant"
625,"Arundina graminifolia","Common Name","edible or poisonous?"
626,"Hamamelis virginiana","American witch-hazel","Medicinal use on skin"
627,"Amorpha canescens","Leadplant","not edible"
628,"Atriplex prostrata","Common Name","edible or poisonous?"
629,"Indigofera miniata","Common Name","edible or poisonous?"
630,"Cylindropuntia prolifera","Coast Cholla","edible buds and fruit"
631,"Solidago rigida","Common Name","edible or poisonous?"
632,"Panicum virgatum","Switchgrass","not edible"
633,"Cyperus esculentus","Chufa","edible roots"
634,"Lycopus americanus","Common Name","edible or poisonous?"
635,"Yucca schidigera","Mojave Yucca","edible flowers and fruit"
636,"Abutilon theophrasti","Common Name","edible or poisonous?"
637,"Rhus trilobata","Skunkbush","edible fruit"
638,"Ficus carica","Common Fig","edible fruit"
639,"Ludwigia peploides","Common Name","edible or poisonous?"
640,"Dasiphora fruticosa","Common Name","edible or poisonous?"
641,"Inula helenium","Common Name","edible or poisonous?"
642,"Cylindropuntia ramosissima","Diamond Cholla","edible buds and fruit"
643,"Sambucus racemosa","Red Elderberry","edible fruit when cooked"
644,"Daucus carota","Wild Carrot","edible roots but toxic leaves"
645,"Baccharis halimifolia","Common Name","edible or poisonous?"
646,"Delphinium cardinale","Common Name","edible or poisonous?"
647,"Delphinium glaucum","Common Name","edible or poisonous?"
648,"Delphinium nuttallianum","Common Name","edible or poisonous?"
649,"Arbutus xalapensis","Common Name","edible or poisonous?"
650,"Verbena hastata","Common Name","edible or poisonous?"
651,"Alisma plantago-aquatica","Common water-plantain","edible roots"
652,"Helianthus maximiliani","Maximilian sunflower","edible seeds"
653,"Ipomoea imperati","Common Name","edible or poisonous?"
654,"Asparagus officinalis","Asparagus","edible or poisonous?"
655,"Quercus michauxii","Swamp chestnut oak","edible acorns"
656,"Echinochloa crus-galli","Common Name","edible or poisonous?"
657,"Hordeum jubatum","Common Name","edible or poisonous?"
658,"Dodecatheon pulchellum","Common Name","edible or poisonous?"
659,"Paspalum dilatatum","Common Name","edible or poisonous?"
660,"Streptanthus tortuosus","Common Name","edible or poisonous?"
661,"Pterospora andromedea","Common Name","edible or poisonous?"
662,"Populus deltoides","Common Name","edible or poisonous?"
663,"Populus fremontii","Common Name","edible or poisonous?"
664,"Typha angustifolia","Narrowleaf Cattail","edible roots"
665,"Phyllodoce breweri","Common Name","edible or poisonous?"
666,"Lagurus ovatus","Common Name","edible or poisonous?"
667,"Ipomopsis aggregata","Common Name","edible or poisonous?"
668,"Drymocallis glandulosa","Common Name","edible or poisonous?"
669,"Rhizophora mangle","Common Name","edible or poisonous?"
670,"Dryopteris filix-mas","Common Name","edible or poisonous?"
671,"Penstemon newberryi","Common Name","edible or poisonous?"
672,"Cardamine californica","Milkmaids","edible"
673,"Triteleia ixioides","Common Name","edible or poisonous?"
674,"Baileya multiradiata","Common Name","edible or poisonous?"
675,"Plantago maritima","Sea Plantain","edible seeds"
676,"Dudleya pulverulenta","Common Name","edible or poisonous?"
677,"Cakile edentula","Common Name","edible or poisonous?"
678,"Ranunculus californicus","Common Name","edible or poisonous?"
679,"Cardamine douglassii","Purple Cress","edible leaves"
680,"Cosmos bipinnatus","Common Name","edible or poisonous?"
681,"Monardella villosa","Common Name","edible or poisonous?"
682,"Moneses uniflora","Common Name","edible or poisonous?"
683,"Scaevola taccada","Common Name","edible or poisonous?"
684,"Asplenium ruta-muraria","Wall-rue","not edible"
685,"Liquidambar styraciflua","Common Name","edible or poisonous?"
686,"Dendroalsia abietina","Common Name","edible or poisonous?"
687,"Convolvulus arvensis","Common Name","edible or poisonous?"
688,"Dicksonia squarrosa","Common Name","edible or poisonous?"
689,"Cupressus macrocarpa","Common Name","edible or poisonous?"
690,"Paesia scaberula","Common Name","edible or poisonous?"
691,"Asphodelus fistulosus","Common Name","edible or poisonous?"
692,"Lepechinia calycina","Common Name","edible or poisonous?"
693,"Erythranthe moschata","Common Name","edible or poisonous?"
694,"Taxodium distichum","Common Name","edible or poisonous?"
695,"Cladophora columbiana","Common Name","edible or poisonous?"
696,"Lilium superbum","Turk's-cap lily","edible bulbs when cooked"
697,"Smilax tamnoides","Common Name","edible or poisonous?"
698,"Cardamine concatenata","Cutleaf toothwort","edible"
699,"Caesalpinia pulcherrima","Common Name","edible or poisonous?"
700,"Quercus garryana","Oregon white oak","edible acorns"
701,"Sidalcea oregana","Common Name","edible or poisonous?"
702,"Metrosideros polymorpha","Ohi'a lehua","not edible"
703,"Asclepias oenotheroides","Common Name","edible or poisonous?"
704,"Lilium martagon","Martagon Lily","edible bulb when cooked"
705,"Asclepias viridiflora","Common Name","edible or poisonous?"
706,"Calla palustris","Common Name","edible or poisonous?"
707,"Butomus umbellatus","Common Name","edible or poisonous?"
708,"Arctostaphylos glauca","Bigberry manzanita","edible berries"
709,"Rhododendron groenlandicum","Bog Labrador Tea","Toxic if steeped too long"
710,"Ceanothus cuneatus","Common Name","edible or poisonous?"
711,"Ulva lactuca","Sea Lettuce","edible plant"
712,"Borago officinalis","Common Name","edible or poisonous?"
713,"Elaeagnus angustifolia","Russian Olive","edible fruit"
714,"Linum lewisii","Lewis Flax","edible seeds"
715,"Erythronium grandiflorum","Yellow avalanche lily","edible roots"
716,"Colchicum autumnale","Common Name","edible or poisonous?"
717,"Veratrum californicum","Corn Lily","Poisonous"
718,"Podocarpus nivalis","Common Name","edible or poisonous?"
719,"Polypodium scouleri","Common Name","edible or poisonous?"
720,"Castilleja nana","Common Name","edible or poisonous?"
721,"Platanthera ciliaris","Common Name","edible or poisonous?"
722,"Aconitum columbianum","Wolfbane","Poisonous"
723,"Erigeron canadensis","Common Name","edible or poisonous?"
724,"Mimulus lewisii","Common Name","edible or poisonous?"
725,"Rhododendron occidentale","Western Azalea","Highly Toxic?"
726,"Microsorum scandens","Common Name","edible or poisonous?"
727,"Cassiope mertensiana","Common Name","edible or poisonous?"
728,"Humulus lupulus","Common Name","edible or poisonous?"
729,"Pedicularis attollens","Common Name","edible or poisonous?"
730,"Phalaris arundinacea","Common Name","edible or poisonous?"
731,"Ipomoea purpurea","Common Name","edible or poisonous?"
732,"Erigeron karvinskianus","Common Name","edible or poisonous?"
733,"Prunus pensylvanica","Fire Cherry","edible fruit"
734,"Capnoides sempervirens","Common Name","edible or poisonous?"
735,"Erigeron strigosus","Common Name","edible or poisonous?"
736,"Eriobotrya japonica","Common Name","edible or poisonous?"
737,"Eriodictyon crassifolium","Common Name","edible or poisonous?"
738,"Dacrydium cupressinum","Common Name","edible or poisonous?"
739,"Pinus resinosa","Common Name","edible or poisonous?"
740,"Dacrycarpus dacrydioides","Common Name","edible or poisonous?"
741,"Pinus strobus","Common Name","edible or poisonous?"
742,"Passiflora tetrandra","New Zealand Passionflower","edible fruit"
743,"Petrorhagia dubia","Common Name","edible or poisonous?"
744,"Cylindropuntia imbricata","Tree Cholla","edible buds and fruit"
745,"Metrosideros diffusa","White Rata","not edible"
746,"Pinus monophylla","Common Name","edible or poisonous?"
747,"Eriogonum parvifolium","Common Name","edible or poisonous?"
748,"Pseudopanax arboreus","Common Name","edible or poisonous?"
749,"Muscari neglectum","Common Name","edible or poisonous?"
750,"Vicia cracca","Common Name","edible or poisonous?"
751,"Eriophyllum lanatum","Common Name","edible or poisonous?"
752,"Prosartes hookeri","Drops of Gold","edible berries"
753,"Eriophyllum wallacei","Common Name","edible or poisonous?"
754,"Polygala alba","Common Name","edible or poisonous?"
755,"Dicranopteris linearis","Common Name","edible or poisonous?"
756,"Hedychium gardnerianum","Common Name","edible or poisonous?"
757,"Silene acaulis","Common Name","edible or poisonous?"
758,"Staphylea trifolia","Common Name","edible or poisonous?"
759,"Prumnopitys ferruginea","Common Name","edible or poisonous?"
760,"Rhopalostylis sapida","Common Name","edible or poisonous?"
761,"Podocarpus totara","Totara","edible berry"
762,"Romulea rosea","Common Name","edible or poisonous?"
763,"Coptis trifolia","Common Name","edible or poisonous?"
764,"Euphorbia dentata","Green poinsettia","poisonous"
765,"Euphorbia lathyris","Caper spurge","Poisonous"
766,"Polygonum paronychia","Beach knotweed","not edible"
767,"Acer saccharum","Sugar Maple","edible sap, seeds, young leaves"
768,"Physostegia virginiana","Common Name","edible or poisonous?"
769,"Acer grandidentatum","Bigtooth maple","edible sap, seeds, young leaves"
770,"Saururus cernuus","Common Name","edible or poisonous?"
771,"Phegopteris hexagonoptera","Common Name","edible or poisonous?"
772,"Avicennia germinans","Common Name","edible or poisonous?"
773,"Eclipta prostrata","Common Name","edible or poisonous?"
774,"Fallugia paradoxa","Common Name","edible or poisonous?"
775,"Geum canadense","Common Name","edible or poisonous?"
776,"Polygonatum biflorum","Smooth solomon's-seal","edible rootstocks, poisonous berries"
777,"Nymphaea alba","Common Name","edible or poisonous?"
778,"Salvia pratensis","Meadow Sage","edible plant"
779,"Uniola paniculata","Common Name","edible or poisonous?"
780,"Hamelia patens","Firebush","edible berries"
781,"Fragaria virginiana","Virginia Strawberry","edible berry"
782,"Frangula purshiana","Cascara buckthorn","edible fruit"
783,"Maurandya antirrhiniflora","Common Name","edible or poisonous?"
784,"Rhexia mariana","Common Name","edible or poisonous?"
785,"Euphorbia nutans","Nodding spurge","Toxic sap"
786,"Euphorbia prostrata","Prostrate sandmat","Toxic sap"
787,"Euphorbia serpens","Matted sandmat","Toxic sap"
788,"Pontederia cordata","Pickerelweed","edible plant"
789,"Ceanothus velutinus","Common Name","edible or poisonous?"
790,"Trillium recurvatum","Common Name","edible or poisonous?"
791,"Eutrochium purpureum","Common Name","edible or poisonous?"
792,"Tecoma stans","Common Name","edible or poisonous?"
793,"Galium boreale","Northern bedstraw","edible seeds"
794,"Aristolochia californica","Common Name","edible or poisonous?"
795,"Zostera marina","Common Name","edible or poisonous?"
796,"Abronia latifolia","Common Name","edible or poisonous?"
797,"Smallanthus uvedalia","Common Name","edible or poisonous?"
798,"Cirsium occidentale","Cobweb Thistle","edible roots"
799,"Freycinetia banksii","Common Name","edible or poisonous?"
800,"Cirsium occidentale venustum","Red Thistle","edible roots"
801,"Eustoma exaltatum","Common Name","edible or poisonous?"
802,"Eriogonum umbellatum","Common Name","edible or poisonous?"
803,"Piper excelsum","Common Name","edible or poisonous?"
804,"Neotinea ustulata","Common Name","edible or poisonous?"
805,"Mazus pumilus","Common Name","edible or poisonous?"
806,"Stylophorum diphyllum","Common Name","edible or poisonous?"
807,"Sarracenia purpurea","Common Name","edible or poisonous?"
808,"Darlingtonia californica","Common Name","edible or poisonous?"
809,"Drosera anglica","Common Name","edible or poisonous?"
810,"Drosera rotundifolia","Common Name","edible or poisonous?"
811,"Vitis mustangensis","Common Name","edible or poisonous?"
812,"Adiantum aleuticum","Common Name","edible or poisonous?"
813,"Dryopteris arguta","Common Name","edible or poisonous?"
814,"Geraea canescens","Common Name","edible or poisonous?"
815,"Equisetum hyemale","Common Name","edible or poisonous?"
816,"Pentagramma triangularis","Common Name","edible or poisonous?"
817,"Geranium richardsonii","Richardson's geranium","edible plant"
818,"Woodwardia fimbriata","Common Name","edible or poisonous?"
819,"Ipomoea pes-caprae","Common Name","edible or poisonous?"
820,"Sambucus nigra canadensis","Common Elderberry","edible berry"
821,"Lonicera involucrata","Common Name","edible or poisonous?"
822,"Parthenium hysterophorus","Common Name","edible or poisonous?"
823,"Avena fatua","Common Name","edible or poisonous?"
824,"Bromus diandrus","Common Name","edible or poisonous?"
825,"Bromus hordeaceus","Common Name","edible or poisonous?"
826,"Arnoglossum plantagineum","Common Name","edible or poisonous?"
827,"Cortaderia jubata","Common Name","edible or poisonous?"
828,"Amphicarpaea bracteata","Common Name","edible or poisonous?"
829,"Chamaebatia foliolosa","Common Name","edible or poisonous?"
830,"Dactylis glomerata","Common Name","edible or poisonous?"
831,"Phryma leptostachya","Common Name","edible or poisonous?"
832,"Equisetum arvense","Common Name","edible or poisonous?"
833,"Grindelia squarrosa","Common Name","edible or poisonous?"
834,"Monarda didyma","Common Name","edible or poisonous?"
835,"Gutierrezia sarothrae","Common Name","edible or poisonous?"
836,"Dichondra carolinensis","Common Name","edible or poisonous?"
837,"Vaccinium corymbosum","Highbush blueberry","edible berry"
838,"Erodium texanum","Common Name","edible or poisonous?"
839,"Asyneuma prenanthoides","Common Name","edible or poisonous?"
840,"Anemone quinquefolia","Common Name","edible or poisonous?"
841,"Eriophyllum staechadifolium","Common Name","edible or poisonous?"
842,"Asclepias viridis","Common Name","edible or poisonous?"
843,"Calycanthus floridus","Common Name","edible or poisonous?"
844,"Ferocactus latispinus","Common Name","edible or poisonous?"
845,"Cephalanthus occidentalis","Buttonbush","toxic"
846,"Prunella vulgaris","Common Name","edible or poisonous?"
847,"Helenium amarum","Common Name","edible or poisonous?"
848,"Helenium autumnale","Common Name","edible or poisonous?"
849,"Hedypnois cretica","Common Name","edible or poisonous?"
850,"Hydrocotyle ranunculoides","Floating pennywort","edible leaves"
851,"Viola rostrata","Common Name","edible or poisonous?"
852,"Cakile maritima","Common Name","edible or poisonous?"
853,"Arabis blepharophylla","Common Name","edible or poisonous?"
854,"Holcus lanatus","Common Name","edible or poisonous?"
855,"Primula clevelandii","Common Name","edible or poisonous?"
856,"Hordeum murinum","Common Name","edible or poisonous?"
857,"Lolium perenne","Common Name","edible or poisonous?"
858,"Ceratophyllum demersum","Common Name","edible or poisonous?"
859,"Vitis rotundifolia","Common Name","edible or poisonous?"
860,"Carex obnupta","Common Name","edible or poisonous?"
861,"Pachysandra terminalis","Common Name","edible or poisonous?"
862,"Lathyrus latifolius","Common Name","edible or poisonous?"
863,"Lupinus arboreus","Yellow bush lupine","not edible"
864,"Medicago arabica","Common Name","edible or poisonous?"
865,"Achillea millefolium","Common Name","edible or poisonous?"
866,"Anagallis arvensis","Common Name","edible or poisonous?"
867,"Vaccinium oxycoccos","Small Cranberry","edible berry"
868,"Anaphalis margaritacea","Common Name","edible or poisonous?"
869,"Tripsacum dactyloides","Common Name","edible or poisonous?"
870,"Spathodea campanulata","Common Name","edible or poisonous?"
871,"Dichelostemma congestum","Common Name","edible or poisonous?"
872,"Phragmites australis","Common Name","edible or poisonous?"
873,"Morella californica","Common Name","edible or poisonous?"
874,"Hieracium caespitosum","Common Name","edible or poisonous?"
875,"Viola pedata","Common Name","edible or poisonous?"
876,"Prosopis pubescens","Common Name","edible or poisonous?"
877,"Artemisia douglasiana","Common Name","edible or poisonous?"
878,"Hemerocallis fulva","Orange day-lily","edible roots"
879,"Artemisia vulgaris","Common Name","edible or poisonous?"
880,"Hibiscus syriacus","Common Name","edible or poisonous?"
881,"Asarum caudatum","Common Name","edible or poisonous?"
882,"Ammophila arenaria","Common Name","edible or poisonous?"
883,"Verbena lasiostachys","Common Name","edible or poisonous?"
884,"Veronica americana","Common Name","edible or poisonous?"
885,"Nama demissa","Common Name","edible or poisonous?"
886,"Sedum ternatum","Common Name","edible or poisonous?"
887,"Hydrophyllum tenuipes","Pacific waterleaf","edible plant"
888,"Solanum carolinense","Carolina horsenettle","poisonous plant"
889,"Hypericum androsaemum","Common Name","edible or poisonous?"
890,"Potentilla anserina pacifica","Common Name","edible or poisonous?"
891,"Polystichum oculatum","Common Name","edible or poisonous?"
892,"Persicaria amphibia","Common Name","edible or poisonous?"
893,"Allium canadense","Meadow Garlic","edible roots"
894,"Ipomoea hederacea","Common Name","edible or poisonous?"
895,"Ipomoea indica","Common Name","edible or poisonous?"
896,"Symphyotrichum ericoides","Common Name","edible or poisonous?"
897,"Commelina communis","Common Name","edible or poisonous?"
898,"Crataegus monogyna","Common hawthorn","edible berriescccccbgkec"
899,"Eupatorium serotinum","Common Name","edible or poisonous?"
900,"Isocoma menziesii","Common Name","edible or poisonous?"
901,"Blechnum procerum","Common Name","edible or poisonous?"
902,"Corokia cotoneaster","Korokio","medicinal use from boiled leaves"
903,"Quercus fusiformis","Texas live oak","edible acorns"
904,"Jacaranda mimosifolia","Common Name","edible or poisonous?"
905,"Rhus copallinum","Shining sumac","edible fruits"
906,"Cerastium glomeratum","Common Name","edible or poisonous?"
907,"Sambucus nigra caerulea","Blue Elderberry","edible berries when cooked"
908,"Cirsium vulgare","Spear Thistle","edible roots"
909,"Carduus pycnocephalus","Common Name","edible or poisonous?"
910,"Matricaria discoidea","Common Name","edible or poisonous?"
911,"Primula hendersonii","Common Name","edible or poisonous?"
912,"Equisetum sylvaticum","Common Name","edible or poisonous?"
913,"Polystichum acrostichoides","Common Name","edible or poisonous?"
914,"Polygala californica","Common Name","edible or poisonous?"
915,"Microsteris gracilis","Common Name","edible or poisonous?"
916,"Juniperus osteosperma","Common Name","edible or poisonous?"
917,"Toxicodendron radicans radicans","Common Name","edible or poisonous?"
918,"Kalmia polifolia","Common Name","edible or poisonous?"
919,"Ambrosia trifida","Common Name","edible or poisonous?"
920,"Castilleja tenuiflora","Common Name","edible or poisonous?"
921,"Drosera intermedia","Common Name","edible or poisonous?"
922,"Pogonia ophioglossoides","Common Name","edible or poisonous?"
923,"Kalmia angustifolia","Common Name","edible or poisonous?"
924,"Myrtillocactus geometrizans","Common Name","edible or poisonous?"
925,"Eriogonum nudum","Common Name","edible or poisonous?"
926,"Epilobium ciliatum","Common Name","edible or poisonous?"
927,"Epilobium canum","Common Name","edible or poisonous?"
928,"Foeniculum vulgare","Wild Fennel","edible plant"
929,"Euphorbia cyathophora","Fire-on-the-mountain","Toxic sap"
930,"Galium aparine","Cleavers","edible fruits"
931,"Lilium philadelphicum","Wood Lily","edible bulb when cooked"
932,"Lathyrus japonicus","Common Name","edible or poisonous?"
933,"Galium triflorum","Fragrant bedstraw","edible stem, leaves, flowers"
934,"Phacelia distans","Common Name","edible or poisonous?"
935,"Viola striata","Common Name","edible or poisonous?"
936,"Obolaria virginica","Common Name","edible or poisonous?"
937,"Geranium dissectum","Cutleaf geranium","edible plant"
938,"Geranium molle","Dove's-foot crane's-bill","edible plant"
939,"Pseudognaphalium californicum","Common Name","edible or poisonous?"
940,"Gaultheria shallon","Salal","edible fruit"
941,"Stellaria pubera","Star chickweed","edible weed"
942,"Helenium puberulum","Common Name","edible or poisonous?"
943,"Heracleum maximum","Cow Parsnip","poisonous and can cause rashes"
944,"Hirschfeldia incana","Common Name","edible or poisonous?"
945,"Calylophus berlandieri","Common Name","edible or poisonous?"
946,"Lepidium virginicum","Virginia pepperweed","edible"
947,"Trichostema dichotomum","Common Name","edible or poisonous?"
948,"Hypochaeris radicata","Common Name","edible or poisonous?"
949,"Histiopteris incisa","Common Name","edible or poisonous?"
950,"Lactuca serriola","Common Name","edible or poisonous?"
951,"Leptosiphon ciliatus","Common Name","edible or poisonous?"
952,"Brassica nigra","Black Mustard","edible leaves, seeds, stem"
953,"Zea mays","Common Name","edible or poisonous?"
954,"Rubus armeniacus","Himalayan Blackberry","edible fruit"
955,"Arum maculatum","Common Name","edible or poisonous?"
956,"Lythrum salicaria","Common Name","edible or poisonous?"
957,"Quercus falcata","Southern red oak","edible acorns"
958,"Leptosyne gigantea","Common Name","edible or poisonous?"
959,"Acmispon glaber","Common Name","edible or poisonous?"
960,"Anisocarpus madioides","Common Name","edible or poisonous?"
961,"Rhus typhina","Staghorn sumac","edible berries"
962,"Madia sativa","Common Name","edible or poisonous?"
963,"Cirsium discolor","Field Thistle","edible roots"
964,"Symplocarpus foetidus","Common Name","edible or poisonous?"
965,"Asplenium flabellifolium","Necklace fern","not edible"
966,"Mimulus cardinalis","Common Name","edible or poisonous?"
967,"Nemophila heterophylla","Common Name","edible or poisonous?"
968,"Berberis aquifolium","Holly-leaved Barberry","edible, good for jams"
969,"Solidago sempervirens","Common Name","edible fruit"
970,"Ligustrum lucidum","Common Name","edible or poisonous?"
971,"Sidalcea glaucescens","Common Name","edible or poisonous?"
972,"Osmorhiza berteroi","Common Name","edible or poisonous?"
973,"Lilium columbianum","Tiger Lily","edible bulbs when cooked"
974,"Monarda fistulosa","Common Name","edible or poisonous?"
975,"Blechnum chambersii","Common Name","edible or poisonous?"
976,"Corethrogyne filaginifolia","Common Name","edible or poisonous?"
977,"Campanula rapunculoides","Common Name","edible or poisonous?"
978,"Plantago lanceolata","Ribwort Plantain","edible seeds"
979,"Smilax rotundifolia","Common Name","edible or poisonous?"
