larger Mexican pine beetle,Dendroctonus approximatus Dietz
larger pale trogiid,Trogium pulsatorium (Linnaeus)
larger shothole borer,Scolytus mali (Bechstein)
larger tamarisk beetle,Diorhabda carinata (Faldermann)
larger yellow ant,Acanthomyops interjectus (Mayr)
latania scale,Hemiberlesia lataniae (Signoret)
latrine fly,Fannia scalaris (Fabricius)
lawn armyworm,Spodoptera mauritia (Boisduval)
lawn leafhopper,Maestes hospes (Kirkaldy)
leadcable borer,Scobicia declivis (LeConte)
leaf crumpler,Acrobasis indigenella (Zeller)
leaffooted bug,Leptoglossus phyllopus (Linnaeus)
leaffooted pine seed bug,Leptoglossus corculus (Say)
leafhopper assassin bug,Zelus renardii Kolenati
leek moth,Acrolepiopsis assectella (Zeller)
lemon cuckoo bumble bee,Bombus citrinus (Smith)
leopard moth,Zeuzera pyrina (Linnaeus)
lespedeza webworm,Pococera scortealis (Lederer)
lesser appleworm,Grapholita prunivora (Walsh)
lesser brown scorpion,Isometrus maculatus De Geer
lesser bud moth,Recurvaria nanella Denis & Schiffermüller
lesser bulb fly,Eumerus tuberculatus Rondani
lesser canna leafroller,Geshna cannalis (Quaintance)
lesser clover leaf weevil,Hypera nigrirostris (Fabricius)
lesser cornstalk borer,Elasmopalpus lignosellus (Zeller)
lesser ensign wasp,Szepligetella sericea (Cameron)
lesser follicle mite,Demodex brevis Bulanova
lesser grain borer,Rhyzopertha dominica (Fabricius)
lesser lawn leafhopper,Graminella sonora (Ball)
lesser mealworm,Alphitobius diaperinus (Panzer)
lesser orchid weevil,Orchidophilus peregrinator Buchanan
lesser peachtree borer,Synanthedon pictipes (Grote & Robinson)
lesser wax moth,Achroia grisella (Fabricius)
lettuce root aphid,Pemphigus bursarius (Linnaeus)
leucaena psyllid,Heteropsylla cubana Crawford
light brown apple moth,Epiphyas postvittana (Walker)
lilac borer*,Podosesia syringae (Harris)
lilac leafminer,Caloptilia syringella (Fabricius)
lilac root weevil,Otiorhynchus meridionalis Gyllenhal
lily bulb thrips,Liothrips vaneeckei Priesner
lily leaf beetle,Lilioceris lilii (Scopoli)
lily weevil,Agasphaerops nigra Horn
limabean pod borer,Etiella zinckenella (Treitschke)
limabean vine borer,Monoptilota pergratialis (Hulst)
lime swallowtail,Papilio demoleus Linnaeus
linden borer,Saperda vestita Say
linden looper,Erannis tiliaria (Harris)
lined click beetle,Agriotes lineatus (Linnaeus)
lined spittlebug,Neophilaenus lineatus (Linnaeus)
lined stalk borer,Oligia fractilinea (Grote)
lion beetle,Ulochaetes leoninus LeConte
litchi fruit moth,Cryptophlebia ombrodelta (Lower)
litchi mite,Aceria litchii (Keifer)
little black ant,Monomorium minimum (Buckley)
little blue cattle louse,Solenopotes capillatus (Enderlein)
little brown mealybug destroyer,Nephus sordidus (Horn)
little carpenterworm,Prionoxystus macmurtrei (Guenée)
little fire ant,Wasmannia auropunctata (Roger)
little green leafhopper,Balclutha incisa hospes (Kirkaldy)
little house fly,Fannia canicularis (Linnaeus)
little yellow ant,Plagiolepis alluaudi Emery
loblolly pine sawfly,Neodiprion taedae linearis Ross
locust borer,Megacyllene robiniae (Förster)
locust leafminer,Odontota dorsalis (Thunberg)
locust leafroller,Sciota subcaesiella (Clemens)
locust twig borer,Ecdytolopha insiticiana Zeller
lodgepole needleminer,Coleotechnites milleri (Busck)
lodgepole pine beetle,Dendroctonus murrayanae Hopkins
lodgepole sawfly,Neodiprion burkei Middleton
lodgepole terminal weevil,Pissodes terminalis Hopping
lone star tick,Amblyomma americanum (Linnaeus)
long brown scale,Coccus longulus (Douglas)
longheaded flour beetle,Latheticus oryzae Waterhouse
longleaf pine seedworm,Cydia ingens (Heinrich)
longlegged ant,Anoplolepis gracilipes (Fr. Smith)
longnosed cattle louse,Linognathus vituli (Linnaeus)
longtailed fruit fly parasite,Opius longicaudatus Ashmead
longtailed mealybug,Pseudococcus longispinus (Targioni Tozzetti)
lotis blue,Lycaeides argyrognomon lotis (Lintner)
Louisiana red crayfish,Procambarus clarkii (Girard)
lowland tree termite,Incisitermes immigrans (Snyder)
luna moth,Actias luna (Linnaeus)
Macao paper wasp,Polistes olivaceus (De Geer)
Madeira cockroach,Rhyparobia maderae (Fabricius)
madeira mealybug,Phenacoccus madeirensis Green
magnolia scale,Neolecanium cornuparvum (Thro)
mahogany bark weevil,Macrocopturus floridanus (Fall)
mahogany leafminer,Phyllocnistis meliacella Becker
mahogany webworm,Macalla thyrsisalis Walker
maize billbug,Sphenophorus maidis Chittenden
maize weevil,Sitophilus zeamais Motschulsky
mango bark beetle,Hypocryphalus mangiferae (Stebbing)
mango bud mite,Aceria mangiferae Sayed
mango flower beetle,Protaetia fusca (Herbst)
mango shoot caterpillar,Penicillaria jocosatrix Guenée
mango spider mite,Oligonychus mangiferus (Rahman & Sapra)
mango weevil,Cryptorhynchus mangiferae (Fabricius)
manzanita leafgall aphid,Tamalia coweni (Cockerell)
maple bladdergall mite,Vasates quadripedes Shimer
maple callus borer,Synanthedon acerni (Clemens)
maple leafcutter,Paraclemensia acerifoliella (Fitch)
maple petiole borer,Caulocampus acericaulis (MacGillivray)
maple trumpet skeletonizer,Catastega aceriella Clemens
margined blister beetle,Epicauta funebris Horn
Maricopa harvester ant,Pogonomyrmex maricopa Wheeler
marigold fruit fly,Trupanea vicina (Wulp)
marsh slug,Deroceras laeve (Müller)
masked hunter,Reduvius personatus (Linnaeus)
Mauna Loa bean beetle,Araecerus cumingi (Jekel)
McDaniel spider mite,Tetranychus mcdanieli McGregor
meadow plant bug,Leptopterna dolabrata (Linnaeus)
meadow spittlebug,Philaenus spumarius (Linnaeus)
meal moth,Pyralis farinalis Linnaeus
mealy plum aphid,Hyalopterus pruni (Geoffroy)
mealybug destroyer,Cryptolaemus montrouzieri Mulsant
Mediterranean flour moth,Ephestia kuehniella (Zeller)
Mediterranean fruit fly,Ceratitis capitata (Wiedemann)
Mediterranean pine engraver,Orthotomicus erosus (Wollaston)
Mediterranean recluse spider,Loxosceles rufescens (Dufour)
Mediterranean tamarisk beetle,Diorhabda elongata (Brullé)
melastoma borer,Nola brunellus (Hampson)
melon aphid*,Aphis gossypii Glover
melon fly,Zeugodacus cucurbitae Coquillett
melon thrips,Thrips palmi Karny
melonworm,Diaphania hyalinata (Linnaeus)
merchant grain beetle,Oryzaephilus mercator (Fauvel)
Mexican bean beetle,Epilachna varivestis Mulsant
Mexican bean weevil,Zabrotes subfasciatus (Boheman)
Mexican black scale,Saissetia miranda (Cockerell & Parrott)
Mexican corn rootworm,Diabrotica virgifera zeae Krysan & Smith
Mexican fruit fly,Anastrepha ludens (Loew)
Mexican lac scale,Tachardiella mexicana (Comstock)
Mexican leafroller,Amorbia emigratella Busck
Mexican mealybug,Phenacoccus gossypii Townsend & Cockerell
Mexican rice borer,Eoreuma loftini (Dyar)
migratory grasshopper,Melanoplus sanguinipes (Fabricius)
mile-a-minute weevil,Rhinoncomimus latipes Korotyaev
milfoil weevil,Euhrychiopsis lecontei (Dietz)
mimosa webworm,Homadaula anisocentra Meyrick
mining scale,Howardia biclavis (Comstock)
mint aphid,Ovatus crataegarius (Walker)
minute egg parasite,Trichogramma minutum Riley
minute pirate bug,Orius tristicolor (White)
mission blue,Icaricia icarioides missionensis (Hovanitz)
Modoc budworm,Choristoneura retiniana (Walshingham)
mold mite,Tyrophagus putrescentiae (Schrank)
monarch butterfly,Danaus plexippus (Linnaeus)
monkeypod moth,Polydesma umbricola Boisduval
monkeypod roundheaded borer,Xystrocera globosa (Olivier)
Monterey pine cone beetle,Conophthorus radiatae Hopkins
Monterey pine resin midge,Cecidomyia resinicoloides Williams
Monterey pine weevil,Pissodes radiatae Hopkins
Mormon cricket,Anabrus simplex Haldeman
morningglory leafminer,Bedellia somnulentella (Zeller)
Morrill lace bug,Corythucha morrilli Osborn & Drake
Morrison bumble bee,Bombus morrisoni Cresson
mossyrose gall wasp,Diplolepis rosae (Linnaeus)
mottled tortoise beetle,Deloyala guttata (Olivier)
mountain leafhopper,Colladonus montanus (Van Duzee)
mountain pine beetle,Dendroctonus ponderosae Hopkins
mountain pine coneworm,Dioryctria yatesi Mutuura & Munroe
mountain-ash sawfly,Pristiphora geniculata (Hartig)
mourningcloak butterfly,Nymphalis antiopa (Linnaeus)
mulberry whitefly,Tetraleurodes mori (Quaintance)
mullein thrips,Haplothrips verbasci (Osborn)
multicolored Asian lady beetle,Harmonia axyridis (Pallas)
Nantucket pine tip moth,Rhyacionia frustrana (Comstock)
narcissus bulb fly,Merodon equestris (Fabricius)
narrownecked grain beetle,Omonadus floralis (Linnaeus)
narrowwinged mantid,Tenodera augustipennis Saussure
native elm bark beetle,Hylurgopinus rufipes (Eichhoff)
native holly leafminer,Phytomyza ilicicola Loew
navel orangeworm,Amyelois transitella (Walker)
Nevada buck moth,Hemileuca nevadensis Stretch
Nevada bumble bee,Bombus nevadensis Cresson
Nevada sage grasshopper,Melanoplus rugglesi Gurney
New Guinea sugarcane weevil,Rhabdoscelus obscurus (Boisduval)
new house borer,Arhopalus productus (LeConte)
New York weevil,Ithycerus noveboracensis (Förster)
nigra scale,Parasaissetia nigra (Nietner)
ninespotted lady beetle,Coccinella novemnotata Herbst
northeastern sawyer,Monochamus notatus (Drury)
northern amber bumble bee,Bombus borealis (Kirby)
northern cattle grub,Hypoderma bovis (Linnaeus)
northern corn rootworm,Diabrotica barberi Smith & Lawrence
northern fowl mite,Ornithonyssus sylviarum (Canestrini & Fanzago)
northern giant hornet,Vespa mandarinia Smith
northern house mosquito,Culex pipiens Linnaeus
northern masked chafer,Cyclocephala borealis Arrow
northern mole cricket,Neocurtilla hexadactyla (Perty)
northern pitch twig moth,Retinia albicapitana (Busck)
northern rat flea,Nosopsyllus fasciatus (Bosc)
northern red oak kermes ,Allokermes kingii (Cockerell)
northern spruce engraver,Ips perturbatus (Eichoff)
northern tamarisk beetle,Diorhabda carinulata (Desbrochers)
northern walkingstick,Diapheromera femorata (Say)
northwest coast mosquito,Aedes aboriginis Dyar
Norway maple aphid,Periphyllus lyropictus (Kessler)
nose bot fly,Gasterophilus haemorrhoidalis (Linnaeus)
nutgrass armyworm,Spodoptera exempta (Walker)
nutgrass billbug,Sphenophorus cariosus (Olivier)
nutgrass borer moth,Bactra venosana (Zeller)
nutgrass weevil,Athesapeuta cyperi Marshall
Nuttall blister beetle,Lytta nuttalli Say
oak clearwing moth,Paranthrene asilipennis (Guérin-Méneville)
oak lace bug,Corythucha arcuata (Say)
oak leafroller,Archips semiferanus (Walker)
oak leaftier,Croesia semipurpurana (Kearfott)
oak lecanium,Parthenolecanium quercifex (Fitch)
oak rough bulletgall wasp,Disholcaspis quercusmamma (Walsh)
oak sapling borer,Goes tesselatus (Haldeman)
oak skeletonizer,Bucculatrix ainsliella Murtfeldt
oak timberworm,Arrhenodes minutus (Drury)
oak webworm,Archips fervidana (Clemens)
obliquebanded leafroller,Choristoneura rosaceana (Harris)
obscure mealybug,Pseudococcus viburni (Signoret)
obscure root weevil,Sciopithes obscurus Horn
obscure scale,Melanaspis obscura (Comstock)
oceanic burrower bug,Fromundus pygmaeus (Dallas)
oceanic embiid,Aposthonia oceania (Ross)
oceanic field cricket,Teleogryllus oceanicus (Le Guillou)
odd beetle,Thylodrias contractus Motschulsky
odorous house ant,Tapinoma sessile (Say)
old house borer,Hylotrupes bajulus (Linnaeus)
Old World bollworm,Helicoverpa armigera (Hubner)
oleander aphid,Aphis nerii Boyer de Fonscolombe
oleander hawk moth,Daphnis nerii (Linnaeus)
oleander pit scale,Asterolecanium pustulans (Cockerell)
oleander scale,Aspidiotus nerii Bouch
olive fruit fly,Bactrocera oleae (Gmelin)
olive scale,Parlatoria oleae (Colvée)
omnivorous leafroller,Platynota stultana Walsingham
omnivorous leaftier,Cnephasia longana (Haworth)
omnivorous looper,Sabulodes aegrotata (Guenée)
onespotted stink bug,Euschistus variolarius (Palisot de Beauvois)
onion aphid,Neotoxoptera formosana (Takahashi)
onion bulb fly,Eumerus strigatus (Fallén)
onion maggot,Delia antiqua (Meigen)
onion plant bug,Labopidea allii (Knight)
onion thrips,Thrips tabaci Lindeman
orange mint moth,Pyrausta orphisalis Walker
orange spiny whitefly,Aleurocanthus spiniferus (Quaintance)
orange tortrix,Argyrotaenia franciscana (Walsingham)
orangedog,Papilio cresphontes Cramer
orangehumped mapleworm,Symmerista leucitys Franclemont
orangestriped oakworm,Anisota senatoria (J.E. Smith)
orangetailed potter wasp,Delta latreillei petiolare (Schulz)
orchid aphid,Sitobion luteum (Buckton)
orchidfly,Eurytoma orchidearum (Westwood)
Oregon ash bark beetle,Hylesinus oregonus (Blackman)
Oregon fir sawyer,Monochamus scutellatus oregonensis (LeConte)
Oregon wireworm,Melanotus longulus oregonensis (LeConte)
oriental beetle,Anomala orientalis (Waterhouse)
oriental cockroach,Blatta orientalis Linnaeus
oriental fruit fly,Bactrocera dorsalis Hendel
oriental fruit moth,Grapholita molesta (Busck)
oriental house fly,Musca domestica vicina Macquart
oriental moth,Cnidocampa flavescens (Walker)
oriental rat flea,Xenopsylla cheopis (Rothschild)
oriental stink bug,Plautia stali Scott
ornate aphid,Myzus ornatus Laing
orthezia lady beetle,Hyperaspis jocosa (Mulsant)
oval guineapig louse,Gyropus ovalis Burmeister
oxalis spider mite,Tetranychina harti (Ewing)
oxalis whitefly,Aleyrodes shizuokensis Kuwana
oystershell scale,Lepidosaphes ulmi (Linnaeus)
Pacific beetle cockroach,Diploptera punctata (Eschscholtz)
Pacific cicada killer,Sphecius convallis (Patton)
Pacific Coast tick,Dermacentor occidentalis Marx
Pacific Coast wireworm,Limonius canus LeConte
Pacific cockroach,Euthyrrhapha pacifica (Coquebert)
Pacific dampwood termite,Zootermopsis angusticollis (Hagen)
Pacific flatheaded borer,Chrysobothris mali Horn
Pacific kissing bug,Oncocephalus pacificus (Kirkaldy)
Pacific pelagic water strider,Halobates sericeus Eschscholtz
Pacific spider mite,Tetranychus pacificus McGregor
Pacific tent caterpillar,Malacosoma constrictum (Hy. Edwards)
Pacific willow leaf beetle,Tricholochmaea decora carbo (LeConte)
Packard grasshopper,Melanoplus packardii Scudder
painted beauty,Vanessa virginiensis (Drury)
painted hickory borer,Megacyllene caryae (Gahan)
painted lady,Vanessa cardui (Linnaeus)
painted leafhopper,Endria inimica (Say)
painted maple aphid,Drepanaphis acerifoliae (Thomas)
pale apple leafroller,Pseudexentera mali Freeman
pale damsel bug,Nabis capsiformis Germar
pale juniper webworm,Aethes rutilana (Hübner)
pale leaf spider,Cheiracanthium mordax L. Koch
pale leafcutting bee,Megachile concinna Smith
pale legume bug,Lygus elisus Van Duzee
pale swallowtail,Papilio erymedon Lucas
pale tussock moth,Halysidota tessellaris (J.E. Smith)
pale western cutworm,Agrotis orthogonia Morrison
pales weevil,Hylobius pales (Herbst)
palesided cutworm,Agrotis malefida Guenée
palestriped flea beetle,Systena blanda Melsheimer
pallidwinged grasshopper,Trimerotropis pallidipennis (Burmeister)
palm leafskeletonizer,Homaledra sabalella (Chambers)
palm mealybug,Palmicultor palmarum (Ehrhorn)
palmerworm,Dichomeris ligulella Hübner
pandanus mealybug,Laminicoccus pandani (Cockerell)
pandora moth,Coloradia pandora Blake
pantropical huntsman spider,Heteropoda venatoria (Linnaeus)
papaya fruit fly,Toxotrypana curvicauda Gerstaecker
papaya mealybug,Paracoccus marginatus Williams and Granara de Willink
parasitic grain wasp,Cephalonomia waterstoni Gahan
parlatoria date scale,Parlatoria blanchardi (Targioni Tozzetti)
parsleyworm*,Papilio polyxenes Stoll
parsnip webworm,Depressaria pastinacella (Duponchel)
pavement ant,Tetramorium immigrans Santschi
pea aphid,Acyrthosiphon pisum (Harris)
pea leaf weevil,Sitona lineatus (Linnaeus)
pea leafminer,Liriomyza huidobrensis (Blanchard)
pea moth,Cydia nigricana (Fabricius)
pea weevil,Bruchus pisorum (Linnaeus)
peach bark beetle,Phloeotribus liminaris (Harris)
peach silver mite*,Aculus fockeui (Nalepa & Trouessart)
peach twig borer,Anarsia lineatella Zeller
peachtree borer,Synanthedon exitiosa (Say)
peanut burrower bug,Pangaeus bilineatus (Say)
pear midge,Contarinia pyrivora (Riley)
pear plant bug,Neolygus communis (Knight)
pear psylla,Cacopsylla pyricola Foerster
pear rust mite,Epitrimerus pyri (Nalepa)
pear sawfly,Caliroa cerasi (Linnaeus)
pear thrips,Taeniothrips inconsequens (Uzel)
pearleaf blister mite,Eriophyes pyri (Pagenstecher)
pecan bud moth,Gretchena bolliana (Slingerland)
pecan carpenterworm,Cossula magnifica (Strecker)
pecan cigar casebearer,Coleophora laticornella Clemens
pecan leaf casebearer,Acrobasis juglandis (LeBaron)
pecan leaf phylloxera,Phylloxera notabilis Pergande
pecan leaf scorch mite,Eotetranychus hicoriae (McGregor)
pecan leafroll mite,Aceria caryae (Keifer)
pecan nut casebearer,Acrobasis nuxvorella Neunzig
pecan phylloxera,Phylloxera devastatrix Pergande
pecan serpentine leafminer,Stigmella juglandifoliella (Clemens)
pecan spittlebug,Clastoptera achatina Germar
pecan weevil,Curculio caryae (Horn)
pepper maggot,Zonosemata electa (Say)
pepper weevil,Anthonomus eugenii Cano
pepper-and-salt moth,Biston betularia cognataria (Guenée)
peppered cockroach,Archimandrita tesselata Rehn
peppergrass beetle,Galeruca browni Blake
periodical cicada,Magicicada septendecim (Linnaeus)
persimmon borer,Sannina uroceriformis Walker
persimmon psylla,Trioza diospyri (Ashmead)
phantom hemlock looper,Nepytia phantasmaria (Strecker)
Pharaoh ant,Monomorium pharaonis (Linnaeus)
Philippine katydid,Phaneroptera furcifera Stål
phlox plant bug,Lopidea davisi Knight
pickerelweed borer,Bellura densa (Walker)
pickleworm,Diaphania nitidalis Cramer
pictured grasshopper,Dactylotum bicolor (Thomas)
pigeon fly,Pseudolynchia canariensis (Macquart)
pigeon tremex,Tremex columba (Linnaeus)
pin oak kermes,Allokermes galliformis (Riley)
pine bark adelgid,Pineus strobi (Hartig)
pine bud mite,Trisetacus pini (Nalepa)
pine butterfly,Neophasia menapia (Felder & Felder)
pine candle moth,Exoteleia nepheos Freeman
pine chafer,Anomala oblivia Horn
pine colaspis,Colaspis pini Barber
pine conelet bug,Pappus luridus (Reuter)
pine conelet looper,Nepytia semiclusaria (Walker)
pine engraver,Ips pini (Say)
pine false webworm,Acantholyda erythrocephala (Linnaeus)
pine gall weevil,Podapion gallicola Riley
pine leaf adelgid,Pineus pinifoliae (Fitch)
pine needle scale,Chionaspis pinifoliae (Fitch)
pine needle sheathminer,Zelleria haimbachi Busck
pine needleminer,Exoteleia pinifoliella (Chambers)
pine root collar weevil,Hylobius radicis Buchanan
pine root tip weevil,Hylobius assimilis Boheman
pine rosette mite,Trisetacus gemmavitians Styer
pine spittlebug,Aphrophora cribrata (Walker)
pine tortoise scale,Toumeyella parvicornis (Cockerell)
pine tube moth,Argyrotaenia pinatubana (Kearfott)
pine tussock moth,Dasychira pinicola (Dyar)
pine webworm,Pococera robustella Zeller
pineapple false spider mite,Dolichotetranychus floridanus (Banks)
pineapple mealybug,Dysmicoccus brevipes (Cockerell)
pineapple scale,Diaspis bromeliae (Kerner)
pineapple tarsonemid,Steneotarsonemus ananas (Tryon)
pineapple weevil,Metamasius ritchiei Marshall
pink bollworm,Pectinophora gossypiella (Saunders)
pink hibiscus mealybug,Maconellicoccus hirsutus (Green)
pink scavenger caterpillar,Pyroderces rileyi (Walsingham)
pink sugarcane mealybug,Saccharicoccus sacchari (Cockerell)
pinkstriped oakworm,Anisota virginiensis (Drury)
pinkwinged grasshopper,Atractomorpha sinensis Bolivar
pinon cone beetle,Conophthorus edulis Hopkins
pinyon ips,Ips confusus (LeConte)
pinyon needle scale,Matsucoccus acalyptus (Herbert)
pinyon spindlegall midge,Pinyonia edulicola Gagné
pipevine swallowtail,Battus philenor (Linnaeus)
pistol casebearer,Coleophora malivorella Riley
pitch mass borer,Synanthedon pini (Kellicott)
pitch pine tip moth,Rhyacionia rigidana (Fernald)
pitch twig moth,Retinia comstockiana (Fernald)
pitch-eating weevil,Pachylobius picivorus (Germar)
pitcherplant mosquito,Wyeomyia smithii (Coquillett)
pitless pinhole borer,Euplatypus parallelus (F.)
plains false wireworm,Eleodes opacus (Say)
plains lubber grasshopper,Brachystola magna (Girard)
plaster beetle,Cartodere constricta (Gyllenhal)
plum curculio,Conotrachelus nenuphar (Herbst)
plum gouger,Coccotorus scutellaris (LeConte)
plum leafhopper,Macropsis trimaculatus (Fitch)
plum rust mite*,Aculus fockeui (Nalepa & Trouessart)
plum webspinning sawfly,Neurotoma inconspicua (Norton)
plumeria borer,Lagocheirus undatus (Voet)
plumeria whitefly,Paraleyrodes perseae (Quaintance)
podocarpus aphid,Neophyllaphis podocarpi Takahashi
poinciana looper,Pericyma cruegeri (Butler)
polyphagous shothole borer,Euwallacea fornicatus (Eichhoff)
polyphemus moth,Antheraea polyphemus (Cramer)
pomegranate leafcurl mite,Eriophyes granati (Canestrini & Massalono)
ponderosa pine bark borer,Acanthocinus princeps (Walker)
ponderosa pine coneworm,Dioryctria auranticella (Grote)
ponderosa pine seedworm,Cydia piperana Kearfott
ponderosa pine tip moth,Rhyacionia zozana (Kearfott)
ponderosa pine twig scale,Matsucoccus bisetosus Morrison
poplar borer,Saperda calcarata Say
poplar leaffolding sawfly,Phyllocolpa bozemani (Cooley)
poplar petiolegall aphid,Pemphigus populitransversus Riley
poplar tentmaker,Clostera inclusa (Hübner)
poplar twig gall aphid,Pemphigus populiramulorum Riley
poplar twiggall fly,Hexomyza schineri (Giraud)
poplar vagabond aphid,Mordwilkoja vagabunda (Walsh)
poplar-and-willow borer,Cryptorhynchus lapathi (Linnaeus)
portulaca leafmining weevil,Hypurus bertrandi Perris
potato aphid,Macrosiphum euphorbiae (Thomas)
potato flea beetle,Epitrix cucumeris (Harris)
potato leafhopper,Empoasca fabae (Harris)
potato psyllid*,Bactericera cockerelli (Sulc)
potato scab gnat,Pnyxia scabiei (Hopkins)
potato stalk borer,Trichobaris trinotata (Say)
potato stem borer,Hydraecia micacea (Esper)
potato tuberworm,Phthorimaea operculella (Zeller)
poultry bug,Haematosiphon inodorus (Dugès)
poultry house moth,Niditinea fuscella (Linnaeus)
powderpost bostrichid,Amphicerus cornutus (Pallas)
prairie flea beetle,Altica canadensis Gentner
prairie grain wireworm,Ctenicera aeripennis destructor (Brown)
Prescott scale,Matsucoccus vexillorum Morrison
privet aphid,Myzus ligustri (Mosley)
privet leafminer,Caloptilia cuculipennella (Hübner)
privet mite,Brevipalpus obovatus Donnadieu
privet thrips,Dendrothrips ornatus (Jablonowski)
promethea moth,Callosamia promethea (Drury)
pruinose bean weevil,Stator pruininus (Horn)
prune leafhopper,Edwardsiana prunicola (Edwards)
pubescent leaf kermes ,Nanokermes pubescens (Bogue)
Puget Sound wireworm,Ctenicera aeripennis aeripennis (Kirby)
puncturevine seed weevil,Microlarinus lareynii (Jacquelin du Val)
puncturevine stem weevil,Microlarinus lypriformis (Wollaston)
punky wood ambrosia beetle,Ambrosiodmus minor (Stebbing)
purple scale,Lepidosaphes beckii (Newman)
purplebacked cabbageworm,Evergestis pallidata (Hufnagel)
purplespotted lily aphid,Macrosiphum lilii (Monell)
puss caterpillar,Megalopyge opercularis (J.E. Smith)
Putnam scale,Diaspidiotus ancylus (Putnam)
pyramid ant,Dorymyrmex insanus (Buckley)
pyriform scale,Protopulvinaria pyriformis (Cockerell)
quince curculio,Conotrachelus crataegi Walsh
quince treehopper,Glossonotus crataegi (Fitch)
rabbit louse,Haemodipsus ventricosus (Denny)
rabbit tick,Haemaphysalis leporispalustris (Packard)
ragweed borer,Epiblema strenuana (Walker)
ragweed plant bug,Chlamydatus associatus (Uhler)
rain beetles,Pleocoma spp.
raisin moth,Cadra figulilella (Gregson)
range caterpillar,Hemileuca oliviae Cockerell
range crane fly,Tipula simplex Doane
rapid plant bug,Adelphocoris rapidus (Say)*
raspberry bud moth,Lampronia rubiella (Bjerkander)
raspberry cane borer,Oberea bimaculata (Olivier)
raspberry cane maggot,Pegomya rubivora (Coquillett)
raspberry crown borer,Pennisetia marginata (Harris)
raspberry fruitworm,Byturus unicolor Say
raspberry leafroller,Olethreutes permundana (Clemens)
raspberry sawfly,Monophadnoides rubi (Harris)
red admiral,Vanessa atalanta (Fruhstorfer)
red and black flat mite,Brevipalpus phoenicis (Geijskes)
red assassin bug,Haematoloecha rubescens Distant
red carpenter ant,Camponotus chromaiodes Bolton
red clover seed weevil,Tychius stephensi Schönherr
red date scale,Phoenicococcus marlatti Cockerell
red elm bark weevil,Magdalis armicollis (Say)
red flour beetle,Tribolium castaneum (Herbst)
red grasshopper mite,Eutrombidium trigonum (Hermann)
red harvester ant,Pogonomyrmex barbatus (F. Smith)
red imported fire ant,Solenopsis invicta Buren
red milkweed beetle,Tetraopes tetrophthalmus (Förster)
red oak borer,Enaphalodes rufulus (Haldeman)
red orchid scale,Furcaspis biformis (Cockerell)
red palm weevil,Rhynchophorus ferrugineus (Olivier)
red pine cone beetle*,Conophthorus resinosae Hopkins
red pine sawfly,Neodiprion nanulus nanulus Schedl
red pine scale*,Matsucoccus matsumurae (Kuwana)** 
red pine shoot moth,Dioryctria resinosella Mutuura
red sunflower seed weevil,Smicronyx fulvus LeConte
red turnip beetle,Entomoscelis americana Brown
red turpentine beetle,Dendroctonus valens LeConte
red wax scale,Ceroplastes rubens Maskell
redbacked cutworm,Euxoa ochrogaster (Guenée)
redbanded leafroller,Argyrotaenia velutinana (Walker)
redbanded stink bug,Piezodorus guildinii (Westwood)
redbanded thrips,Selenothrips rubrocinctus (Giard)
redbay ambrosia beetle,Xyleborus glabratus Eichhoff
redbelted bumble bee,Bombus rufocinctus (Cresson)
redberry mite,Acalitus essigi (Hassan)
redblack oedemerid,Eobia bicolor (Fairmaire)
redbud leaffolder,Fascista cercerisella (Chambers)
redbud seed beetle,Gibbobruchus mimus (Say)
red-faced banana spider,Cupiennius chiapanensis Medina
redhaired pine bark beetle,Hylurgus ligniperda (Fabricius)
redheaded ash borer,Neoclytus acuminatus (Fabricius)
redheaded jack pine sawfly,Neodiprion rugifrons Middleton
redheaded pine sawfly,Neodiprion lecontei (Fitch)
redhumped caterpillar,Schizura concinna (J.E. Smith)
red-legged banana spider,Cupiennius coccineus F. O. Pickard-Cambridge
redlegged flea beetle,Derocrepis erythropus (Melsheimer)
redlegged grasshopper,Melanoplus femurrubrum (De Geer)
redlegged ham beetle,Necrobia rufipes (De Geer)
redmargined assassin bug,Scadra rufidens Stål
rednecked cane borer,Agrilus ruficollis (Fabricius)
rednecked peanutworm,Stegasta bosqueella (Chambers)
redshouldered ham beetle,Necrobia ruficollis (Fabricius)
redshouldered stink bug,Thyanta custator accerra McAtee
redtailed spider wasp,Tachypompilus analis (Fabricius)
redtailed tachina,Winthemia quadripustulata (Fabricius)
regal moth*,Citheronia regalis (Fabricius)
relapsing fever tick,Ornithodoros turicata (Dugès)
resplendent shield bearer,Coptodisca splendoriferella (Clemens)
reticulate mite,Lorryia reticulata (Oudemans)
reticulatewinged trogiid,Lepinotus reticulatus Enderlein
rhinoceros beetle,Xyloryctes jamaicensis (Drury)
Rhodesgrass mealybug,Antonina graminis (Maskell)
rhododendron borer,Synanthedon rhododendri (Beutenmuller)
rhododendron gall midge,Clinodiplosis rhododendri (Felt)
rhododendron lace bug,Stephanitis rhododendri Horvath
rhododendron whitefly,Dialeurodes chittendeni Laing
rhubarb curculio,Lixus concavus Say
ribbed pine borer,Rhagium inquisitor (Linnaeus)
rice delphacid,Tagosodes orizicola (Muir)
rice leaffolder,Lerodea eufala (Edwards)
rice leafhopper,Nephotettix nigropictus (Stål)
rice moth,Corcyra cephalonica (Stainton)
rice root aphid,Rhopalosiphum rufiabdominale (Sasaki)
