cottonwood twig borer,Gypsonoma haimbachiana (Kearfott)
cottony cushion scale,Icerya purchasi Maskell
cottony maple scale,Pulvinaria innumerabilis (Rathvon)
cottony peach scale,Pulvinaria amygdali Cockerell
coulee cricket,Peranabrus scabricollis (Thomas)
cowpea aphid,Aphis craccivora Koch
cowpea curculio,Chalcodermus aeneus Boheman
cowpea weevil,Callosobruchus maculatus (Fabricius)
crab louse,Pthirus pubis (Linnaeus)
crabhole mosquito,Deinocerites cancer Theobald
cranberry fruitworm,Acrobasis vaccinii Riley
cranberry girdler,Chrysoteuchia topiaria (Zeller)
cranberry rootworm,Rhabdopterus picipes (Olivier)
cranberry weevil,Anthonomus musculus Say
crapemyrtle aphid,Sarucallis kahawaluokalani (Kirkaldy)
crapemyrtle bark scale,Acanthococcus lagerstroemiae (Kuwana)
crazy ant,Paratrechina longicornis (Latreille)
creosotebush spider mite,Pseudobryobia drummondi (Ewing)
crescentmarked lily aphid,Neomyzus circumflexus (Buckton)
cribrate weevil,Otiorhynchus cribricollis Gyllenhal
crinkled flannel moth,Lagoa crispata (Packard)
cross-striped cabbageworm,Evergestis rimosalis (Guenée)
croton caterpillar,Achaea janata (Linnaeus)
croton mussel scale,Lepidosaphes tokionis (Kuwana)
croton whitefly,Orchamoplatus mammaeferus (Quaintance & Baker)
crypt gall wasp,Bassettia pallida (Ashmead 1896)
Cuban cockroach,Panchlora nivea (Linnaeus)
Cuban laurel thrips,Gynaikothrips ficorum (Marchal)
cucurbit longicorn,Apomecyna saltator (Fabricius)
cucurbit midge,Prodiplosis citrulli (Felt)
curled rose sawfly,Allantus cinctus (Linnaeus)
currant aphid,Cryptomyzus ribis (Linnaeus)
currant borer,Synanthedon tipuliformis (Clerck)
currant bud mite,Cecidophyopsis ribis (Westwood)
currant fruit fly,Euphranta canadensis (Loew)
currant fruit weevil,Pseudanthonomus validus Dietz
currant spanworm,Itame ribearia (Fitch)
currant stem girdler,Janus integer (Norton)
cyclamen mite,Phytonemus pallidus (Banks)
cynthia moth,Samia cynthia (Drury)
dandelion gall wasp,Phanacis taraxaci (Ashmead)
dark mealworm,Tenebrio obscurus Fabricius
darksided cutworm,Euxoa messoria (Harris)
date stone beetle,Coccotrypes dactyliperda (F.)
datebug,Asarcopus palmarum Horvath
dectes stem borer,Dectes texanus LeConte
Dehli Sands flower-loving fly,Rhaphiomidas terminatus abdominalis Cazier
dendrobium mealybug,Pseudococcus dendrobiorum Williams
depluming mite,Neocnemidocoptes gallinae (Railliet)
depressed flour beetle,Palorus subdepressus (Wollaston)
desert corn flea beetle,Chaetocnema ectypa Horn
desert spider mite,Tetranychus desertorum Banks
devastating grasshopper,Melanoplus devastator Scudder
diamondback moth,Plutella xylostella (Linnaeus)
diamondbacked spittlebug,Lepyronia quadrangularis (Say)
dictyospermum scale,Chrysomphalus dictyospermi (Morgan)
differential grasshopper,Melanoplus differentialis (Thomas)
dingy cutworm,Feltia jaculifera (Guenée)
dock sawfly,Ametastegia glabrata (Fallén)
dodder gall weevil,Smicronyx sculpticollis Casey
dog biting louse,Trichodectes canis (De Geer)
dog flea,Ctenocephalides canis (Curtis)
dog follicle mite,Demodex canis Leydig
dog sucking louse,Linognathus setosus (Olfers)
dogwood borer,Synanthedon scitula (Harris)
dogwood clubgall midge,Resseliella clavula (Beuterm)
dogwood scale,Chionaspis corni Cooley
dogwood spittlebug,Clastoptera proteus Fitch
dogwood twig borer,Oberea tripunctata (Swederus)
Douglas-fir beetle,Dendroctonus pseudotsugae Hopkins
Douglas-fir cone gall midge,Contarinia oregonensis Foote
Douglas-fir cone moth,Barbara colfaxiana (Kearfott)
Douglas-fir cone scale midge,Contarinia washingtonensis Johnson
Douglas-fir engraver,Scolytus unispinosus LeConte
Douglas-fir pitch moth,Synanthedon novaroensis (Hy. Edwards)
Douglas-fir pole beetle,Pseudohylesinus nebulosus (LeConte)
Douglas-fir tussock moth,Orgyia pseudotsugata (McDunnough)
Douglas-fir twig weevil,Cylindrocopturus furnissi Buchanan
driedfruit beetle,Carpophilus hemipterus (Linnaeus)
driedfruit mite,Carpoglyphus lactis (Linnaeus)
driedfruit moth,Vitula serratilineella Ragonot
drone fly,Eristalis tenax (Linnaeus)
drugstore beetle,Stegobium paniceum (Linnaeus)
dryberry mite,Phyllocoptes gracilis (Nalepa)
dryland wireworm,Ctenicera glauca (Germar)
dusky birch sawfly,Craesus latitarsus Norton
dusky sap beetle,Carpophilus lugubris Murray
dusky stink bug,Euschistus tristigmus (Say)
duskyback leafroller,Archips mortuana (Kearfott)
ear tick,Otobius megnini (Dugès)
eastern ash bark beetle,Hylesinus aculeatus (Say)
eastern bat bug,Cimex adjunctus Barber
eastern blackheaded budworm,Acleris variana (Fernald)
eastern cicada killer,Sphecius speciosus (Drury)
eastern dobsonfly,Corydalus cornutus (Linnaeus)
eastern field wireworm,Limonius agonus (Say)
eastern fivespined ips,Ips grandicollis (Eichhoff)
eastern grape leafhopper,Erythroneura comes (Say)
eastern Hercules beetle,Dynastes tityus (Linnaeus)
eastern larch beetle,Dendroctonus simplex LeConte
eastern lubber grasshopper,Romalea microptera (Beauvois)
eastern pine looper,Lambdina pellucidaria (Grote & Robinson)
eastern pine seedworm,Cydia toreuta (Grote)
eastern pine shoot borer,Eucosma gloriola Heinrich
eastern pine weevil,Pissodes nemorensis Germar
eastern spruce gall adelgid,Adelges abietis (Linnaeus)
eastern subterranean termite,Reticulitermes flavipes (Kollar)
eastern tent caterpillar,Malacosoma americanum (Fabricius)
eastern tiger swallowtail,Papilio glaucus Linnaeus
eastern treehole mosquito,Aedes triseriatus (Say)
eastern yellowjacket,Vespula maculifrons (Buysson)
eggplant flea beetle,Epitrix fuscula Crotch
eggplant lace bug,Gargaphia solani Heidemann
eggplant leafminer,Tildenia inconspicuella (Murtfeldt)
Egyptian alfalfa weevil,Hypera brunnipennis (Boheman)
eightspotted forester,Alypia octomaculata (Fabricius)
El Segundo blue,Euphilotes battoides allyni (Shields)
elder shoot borer,Achatodes zeae (Harris)
elegant sheep moth,Hemileuca eglanterina (Boisduval)
elm borer,Saperda tridentata Olivier
elm calligrapha,Calligrapha scalaris (LeConte)
elm casebearer,Coleophora ulmifoliella McDunnough
elm cockscombgall aphid,Colopha ulmicola (Fitch)
elm flea beetle,Altica carinata Germar
elm lace bug,Corythucha ulmi Osborn & Drake
elm leaf aphid,Tinocallis ulmifolii (Monell)
elm leaf beetle,Xanthogaleruca luteola (Müller)
elm leafminer,Fenusa ulmi Sundeval
elm sawfly,Cimbex americana Leach
elm scurfy scale,Chionaspis americana Johnson
elm seed bug,Arocatus melanocephalus (Fabricius) 
elm spanworm,Ennomos subsignaria (Hübner)
elm sphinx,Ceratomia amyntor (Geyer)
elm zigzag sawfly,Aproceros leucopoda Takeuchi
elongate flea beetle,Systena elongata (Fabricius)
elongate hemlock scale,Fiorinia externa Ferris
emarginate ips,Ips emarginatus (LeConte)
emerald ash borer,Agrilus planipennis Fairmaire
emerald cockroach wasp,Ampulex compressa (Fabricius)
Engelmann spruce weevil*,Pissodes strobi (Peck)
English grain aphid,Sitobion avenae (Fabricius)
erigeron root aphid*,Protaphis middletoni (Thomas)
ermine moth,Yponomeuta padella (Linnaeus)
eucalyptus longhorned borer,Phoracantha semipunctata (Fabricius)
eugenia caterpillar,Targalla delatrix (Guenée)
euonymus scale,Unaspis euonymi (Comstock)
eupatorium gall fly,Procecidochares utilis Stone
Eurasian hemp borer,Grapholita delineana (Walker)
Eurasian mealworm,Opatroides punctulatus Brulle ́
Eurasian pine adelgid,Pineus pini (Goeze)
European alder leafminer,Fenusa dohrnii (Tischbein)
European apple sawfly,Hoplocampa testudinea (Klug)
European chafer,Rhizotrogus majalis (Razoumowsky)
European cherry fruit fly,Rhagoletis cerasi (L.)
European chicken flea,Ceratophyllus gallinae (Schrank)
European corn borer,Ostrinia nubilalis (Hübner)
European crane fly,Tipula paludosa Meigen
European earwig,Forficula auricularia Linnaeus
European elm bark beetle,Scolytus multistriatus (Marsham)
European elm flea weevil,Orchestes steppensis (Linnaeus)
European elm scale,Eriococcus spurius (Modeer)
European fruit lecanium,Parthenolecanium corni (Bouché)
European fruit scale,Diaspidiotus ostreaeformis (Curtis)
European grain moth,Nemapogon granella (Linnaeus)
European grapevine moth,Lobesia botrana (Denis & Schiffermüller)
European honeysuckle leafroller,Ypsolopha dentella (Fabricius)
European hornet,Vespa crabro Linnaeus
European house dust mite,Dermatophagoides pteronyssinus (Hering)
European mantid,Mantis religiosa Linnaeus
European mouse flea,Leptopsylla segnis (Schönherr)
European oak borer,Agrilus sulcicollis Lacordaire
European paper wasp,Polistes dominula (Christ)
European peach scale,Parthenolecanium persicae (Fabricius)
European pine sawfly,Neodiprion sertifer (Geoffroy)
European pine shoot moth,Rhyacionia buoliana ([Denis & Schiffermüller])
European red mite,Panonychus ulmi (Koch)
European spruce beetle,Dendroctonus micans (Kugelann)
European spruce sawfly,Gilpinia hercyniae (Hartig)
European wheat stem sawfly,Cephus pygmaeus (Linnaeus)
eyed click beetle,Alaus oculatus (Linnaeus)
eyespotted bud moth,Spilonota ocellana ([Denis & Schiffermüller])
face fly,Musca autumnalis De Geer
fall armyworm,Spodoptera frugiperda (J.E. Smith)
fall cankerworm,Alsophila pometaria (Harris)
fall webworm,Hyphantria cunea (Drury)
false celery leaftier,Udea profundalis (Packard)
false chinch bug,Nysius raphanus Howard
false German cockroach,Blattella lituricollis (Walker)
false hemlock looper,Nepytia canosaria (Walker)
false potato beetle,Leptinotarsa juncta (Germar)
false stable fly,Muscina stabulans (Fallén)
feather mite,Megninia cubitalis (Mégnin)
fern aphid,Idiopterus nephrelepidis Davis
fern scale,Pinnaspis aspidistrae (Signoret)
Fernald cuckoo bumble bee,Bombus fernaldae (Franklin)
fiery hunter,Calosoma calidum (Fabricius)
fiery skipper,Hylephila phyleus (Drury)
fig mite,Aceria fica (Cotte)
fig scale,Lepidosaphes conchiformis (Gmelin)
fig wasp,Blastophaga psenes (Linnaeus)
Fijian ginger weevil,Elytroteinus subtruncatus (Fairmaire)
filament borer,Nematocampa resistaria (Herrich-Schäffer)
filbert aphid,Myzocallis coryli (Goeze)
filbert bud mite,Phytoptus avellanae (Nalepa)
filbert weevil,Curculio uniformis (LeConte)
filbertworm,Cydia latiferreana (Walsingham)
fir cone looper,Eupithecia spermaphaga (Dyar)
fir engraver,Scolytus ventralis LeConte
fir root bark beetle,Pseudohylesinus granulatus (LeConte)
fir seed moth,Cydia bracteatana (Fernald)
firebrat,Thermobia domestica (Packard)
firtree borer,Semanotus litigiosus (Casey)
fivespotted gamagrass leafhopper,Dalbulus quinquenotatus DeLong & Nault
flat grain beetle,Cryptolestes pusillus (Schönherr)
flatheaded appletree borer,Chrysobothris femorata (Olivier)
flatheaded cone borer,Chrysophana conicola Van Dyke
flatheaded fir borer,Phaenops drummondi (Kirby)
flatheaded hackberry borer,Agrilus macer (LeConte)
flax bollworm,Heliothis ononis Denis & Schiffermüller
Fletcher scale,Parthenolecanium fletcheri (Cockerell)
floodwater mosquito,Aedes sticticus (Meigen)
Florida carpenter ant,Camponotus floridanus (Buckley)
Florida fern caterpillar,Callopistria floridensis (Guenée)
Florida harvester ant,Pogonomyrmex badius (Latreille)
Florida red scale,Chrysomphalus aonidum (Linnaeus)
Florida wax scale,Ceroplastes floridensis Comstock
flower thrips,Frankliniella tritici (Fitch)
fluff louse,Goniocotes gallinae (De Geer)
flyspeck scale,Gymnaspis aechmeae Newstead
follicle mite,Demodex folliculorum (Simon)
forage looper,Caenurgina erechtea (Cramer)
Forbes scale,Diaspidiotus forbesi (Johnson)
foreign grain beetle,Ahasverus advena (Waltl)
forest bumble bee,Bombus sylvicola Kirby
forest tent caterpillar,Malacosoma disstria Hübner
forest tree termite,Neotermes connexus Snyder
forktailed bush katydid,Scudderia furcata Brunner von Wattenwyl
Formosan subterranean termite,Coptotermes formosanus Shiraki
fourbanded leafroller,Argyrotaenia quadrifasciana (Fernald)
foureyed spruce bark beetle,Polygraphus rufipennis (Kirby)
fourlined plant bug,Poecilocapsus lineatus (Fabricius)
fourspotted spider mite,Tetranychus canadensis (McGregor)
fourspotted tree cricket,Oecanthus quadripunctatus Beutenm
fowl tick,Argas persicus (Oken)
foxglove aphid,Aulacorthum solani (Kaltenbach)
Franklin bumble bee,Bombus franklini Frison
frigate bird fly,Olfersia spinifera (Leach)
fringed orchid aphid,Cerataphis orchidearum (Westwood)
frit fly,Oscinella frit (Linnaeus)
fruittree leafroller,Archips argyrospila (Walker)
Fuller rose beetle,Naupactus cervinus Boheman
furniture beetle,Anobium punctatum (De Geer)
furniture carpet beetle,Anthrenus flavipes LeConte
fuzzy-horned bumble bee,Bombus mixtus Cresson
gallmaking maple borer,Xylotrechus aceris Fisher
Gambel oak borer,Agrilus quercicola Fisher
garden fleahopper,Microtechnites bractatus (Say)
garden millipede,Oxidus gracilis Koch
garden springtail,Bourletiella hortensis (Fitch)
garden symphylan,Scutigerella immaculata (Newport)
garden webworm,Achyra rantalis (Guenée)
gardenia bud mite,Colomerus gardeniella (Keifer)
genista caterpillar,Uresiphita reversalis (Guenée)
German cockroach,Blattella germanica (Linnaeus)
German yellowjacket,Vespula germanica (Fabricius)
ghost ant,Tapinoma melanocephalum (Fabricius)
giant African snail,Achatina fulica Bowdich
giant bark aphid,Longistigma caryae (Harris)
giant Hawaiian dragonfly,Anax strenuus Hagen
giant palm borer,Dinapate wrightii Horn
giant stag beetle,Lucanus elaphus Fabricius
giant walkingstick,Megaphasma denticrus (Stål)
giant water bug,Lethocerus americanus (Leidy)
Giffard whitefly,Bemisia giffardi (Kotinsky)
ginger maggot,Eumerus figurans Walker
gladiolus thrips,Thrips simplex (Morison)
glassy cutworm,Apamea devastator (Brace)
glassy-winged sharpshooter,Homalodisca vitripennis (Germar)
globose scale,Sphaerolecanium prunastri (Boyer de Fonscolombe)
globular spider beetle,Trigonogenius globulum Solier
gloomy scale,Melanaspis tenebricosa (Comstock)
Glover scale,Lepidosaphes gloverii (Packard)
goat biting louse,Bovicola caprae (Gurlt)
goat follicle mite,Demodex caprae Railliet
goat sucking louse,Linognathus stenopsis (Burmeister)
golden buprestid,Buprestis aurulenta Linnaeus
golden cricket wasp,Liris aurulentus (Fabricius)
golden oak scale,Asterolecanium variolosum (Ratzeburg)
golden paper wasp,Polistes aurifer Saussure
golden spider beetle,Niptus hololeucus (Faldermann)
golden tortoise beetle,Charidotella sexpunctata bicolor (Fabricius)
goldeneyed lacewing,Chrysopa oculata Say
goldenglow aphid,Uroleucon rudbeckiae (Fitch)
goldenheaded weevil,Compasus auricephalus (Say)
goldspotted oak borer,Agrilus coxalis Waterhouse
goose body louse,Trinoton anserinum (Fabricius)
gooseberry fruitworm,Zophodia grossulariella (Hübner)
gooseberry witchbroom aphid,Nasonovia houghtonensis (Troop)
gophertortoise tick,Amblyomma tuberculatum Marx
gorse seed weevil,Apion ulicis (Förster)
grain mite,Acarus siro Linnaeus
grain rust mite,Abacarus hystrix (Nalepa)
grain thrips,Limothrips cerealium (Haliday)
granary weevil,Sitophilus granarius (Linnaeus)
granulate ambrosia beetle,Xylosandrus crassiusculus (Motschulsky)
granulate cutworm,Feltia subterranea (Fabricius)
grape berry moth,Paralobesia viteana (Clemens)
grape blossom midge,Contarinia johnsoni Felt
grape cane gallmaker,Ampeloglypter sesostris (LeConte)
grape colaspis,Colaspis brunnea (Fabricius)
grape curculio,Craponius inaequalis (Say)
grape erineum mite,Colomerus vitis (Pagenstecher)
grape flea beetle,Altica chalybea Illiger
grape leaffolder,Desmia funeralis (Hübner)
grape mealybug,Pseudococcus maritimus (Ehrhorn)
grape phylloxera,Daktulosphaira vitifoliae (Fitch)
grape plume moth,Pterophorus periscelidactylus Fitch
grape root borer,Vitacea polistiformis (Harris)
grape rootworm,Fidia viticida Walsh
grape sawfly,Erythraspides vitis (Harris)
grape scale,Diaspidiotus uvae (Comstock)
grape seed chalcid,Evoxysoma vitis (Saunders)
grape thrips,Drepanothrips reuteri Uzel
grape trunk borer,Clytoleptus albofasciatus (Laporte & Gory)
grape whitefly,Trialeurodes vittata (Quaintance)
grapeleaf skeletonizer,Harrisina americana (Guerin)
grapevine aphid,Aphis illinoisensis Shimer
grapevine looper,Eulithis diversilineata (Hübner)
grass fleahopper,Halticus chrysolepis Kirkaldy
grass mite,Siteroptes graminum (Reuter)
grass sawfly,Pachynematus extensicornis (Norton)
grass scolytid,Hypothenemus pubescens Hopkins
grass sharpshooter,Draeculacephala minerva Ball
grass sheathminer,Cerodontha dorsalis (Loew)
grass thrips,Anaphothrips obscurus (Müller)
grass webworm,Herpetogramma licarsisalis (Walker)
grasshopper bee fly,Systoechus vulgaris Loew
grasshopper maggots,Blaesoxipha spp.
gray garden slug,Deroceras reticulatum (Müller)
gray lawn leafhopper,Exitianus exitiosus (Uhler)
gray pineapple mealybug,Dysmicoccus neobrevipes Beardsley
gray sugarcane mealybug,Dysmicoccus boninsis (Kuwana)
gray sunflower seed weevil,Smicronyx sordidus LeConte
gray willow leaf beetle,Tricholochmaea decora decora (Say)
graybanded leafroller,Argyrotaenia mariana (Fernald)
great ash sphinx,Sphinx chersis (Hübner)
Great Basin wireworm,Ctenicera pruinina (Horn)
great tree cricket,Oecanthus major Walker
greater wax moth,Galleria mellonella (Linnaeus)
greedy scale,Hemiberlesia rapax (Comstock)
green budworm,Hedya nubiferana (Haworth)
green cloverworm,Hypena scabra (Fabricius)
green fruitworm,Lithophane antennata (Walker)
green garden looper,Chrysodeixis eriosoma (Doubleday)
green June beetle,Cotinis nitida (Linnaeus)
green peach aphid,Myzus persicae (Sulzer)
green rose chafer,Dichelonyx backi (Kirby)
green scale,Coccus viridis (Green)
green shield scale,Pulvinaria psidii Maskell
green sphinx,Tinostoma smaragditis (Meyrick)
green spruce aphid,Cinara fornacula Hottes
green stink bug,Chinavia hilaris (Say)
greenbug,Schizaphis graminum (Rondani)
greenheaded spruce sawfly,Pikonema dimmockii (Cresson)
greenhouse leaftier*,Udea rubigalis (Guenée)
greenhouse orthezia,Orthezia insignis Browne
greenhouse slug,Milax gagates (Draparnaud)
greenhouse stone cricket,Tachycines asynamorus Adelung
greenhouse thrips,Heliothrips haemorrhoidalis (Bouch)
greenhouse whitefly,Trialeurodes vaporariorum (Westwood)
greenstriped grasshopper,Chortophaga viridifasciata (De Geer)
greenstriped mapleworm,Dryocampa rubicunda (Fabricius)
gregarious oak leafminer,Cameraria cincinnatiella (Chambers)
ground mealybug,Rhizoecus falcifer Künckel d'Herculais
guar midge,Contarinia texana (Felt)
Guatemalan potato moth,Tecia solanivora (Povolny)
guava moth,Ophiusa disjungens (Walker)
Guinea ant,Tetramorium bicarinatum (Nylander)
Guinea feather louse,Goniodes numidae Möjberg
Gulf Coast tick,Amblyomma maculatum Koch
Gulf wireworm,Conoderus amplicollis (Gyllenhal)
hackberry blistergall psyllid,Pachypsylla celtidisvesiculum Riley
hackberry engraver,Scolytus muticus Say
hackberry lace bug,Corythucha celtidis Osborn & Drake
hackberry nipplegall maker,Pachypsylla celtidismamma (Fletcher)
hag moth,Phobetron pithecium (J.E.Smith)
hairy chinch bug,Blissus leucopterus hirtus Montandon
hairy fungus beetle,Typhaea stercorea (Linnaeus)
hairy maggot blow fly,Chrysomya rufifacies (Macquart)
hairy rove beetle,Creophilus maxillosus (Linnaeus)
hairy spider beetle,Ptinus villiger (Reitter)
half-black bumble bee,Bombus vagans (Smith)
Hall scale,Nilotaspis halli (Green)
hard maple budminer,Obrussa ochrefasciella (Chambers)
harlequin bug,Murgantia histrionica (Hahn)
harlequin cockroach,Neostylopyga rhombifolia (Stoll)
hau leafminer,Philodoria hauicola (Swezey)
Hawaiian antlion,Eidoleon wilsoni (McLachlan)
Hawaiian beet webworm,Spoladea recurvalis (Fabricius)
Hawaiian bud moth,Helicoverpa hawaiiensis (Quaintance & Brues)
Hawaiian carpenter ant,Camponotus variegatus (F. Smith)
Hawaiian flower thrips,Thrips hawaiiensis (Morgan)
Hawaiian grass thrips,Anaphothrips swezeyi Moulton
Hawaiian happy face spider,Theridion grallator Simon
Hawaiian pelagic water strider,Halobates hawaiiensis Usinger
Hawaiian sphinx,Hyles calida (Butler)
hawthorn lace bug,Corythucha cydoniae (Fitch)
hawthorn mealybug,Phenacoccus dearnessi (King)
hazel stem borer,Agrilus pseudocoryli Fisher
hazelnut weevil,Curculio obtusus (Blanchard)
head louse,Pediculus humanus capitis De Geer
heath spittlebug,Clastoptera saintcyri Provancher
hedgehog grain aphid,Sipha maydis Passerini
hemispherical scale,Saissetia coffeae (Walker)
hemlock borer,Phaenops fulvoguttata (Harris)
hemlock engraver,Scolytus tsugae (Swaine)
hemlock looper,Lambdina fiscellaria fiscellaria (Guenée)
hemlock sawfly,Neodiprion tsugae Ross
hemlock scale,Abgrallaspis ithacae (Ferris)
hemlock woolly adelgid,Adelges tsugae Annand
hemp russet mite,Aculops cannibicola (Farkas)
Hessian fly,Mayetiola destructor (Say)
hibiscus erineum mite,Aceria hibisci (Nalepa)
hibiscus leafminer,Philodoria hibiscella (Swezey)
hibiscus mealybug,Nipaecoccus viridis (Newstead)
hibiscus whitefly,Singhius hibisci (Kotinsky)
hickory bark beetle,Scolytus quadrispinosus Say
hickory horned devil*,Citheronia regalis (Fabricius)
hickory leafroIler,Argyrotaenia juglandana (Fernald)
hickory plant bug,Neolygus caryae (Knight)
hickory shuckworm,Cydia caryana (Fitch)
hickory tussock moth,Lophocampa caryae Harris
hide beetle,Dermestes maculatus De Geer
high country bumble bee,Bombus balteatus Dahlbom
high noon ant,Forelius pruinosus (Roger)
High Plains grasshopper,Dissosteira longipennis (Thomas)
hobo spider,Tegenaria agrestis (Walckenaer)
hog follicle mite,Demodex phylloides Csokor
hog louse,Haematopinus suis (Linnaeus)
holly leafminer,Phytomyza ilicis Curtis
holly scale,Dynaspidiotus britannicus (Newstead)
hollyhock plant bug,Brooksetta althaeae (Hussey)
hollyhock weevil,Rhopalapion longirostre (Olivier)
honey bee,Apis mellifera Linnaeus
honey bee mite,Acarapis woodi (Rennie)
honeylocust plant bug,Blepharidopterus chlorionis (Say)
honeylocust spider mite,Platytetranychus multidigituli (Ewing)
honeysuckle leafminer,Swezeyula lonicerae Zimmerman & Bradley
honeysuckle sawfly,Abia inflata (Norton)
hop aphid,Phorodon humuli (Schrank)
hop flea beetle,Psylliodes punctulata Melsheimer
hop looper,Hypena humuli Harris
hop plant bug,Taedia hawleyi (Knight)
horn fly,Haematobia irritans (Linnaeus)
horned passalus,Odontotaenius disjunctus (Illiger)
horned squash bug,Anasa armigera (Say)
hornet moth,Sesia apiformis (Clerck)
horse biting louse,Bovicola equi (Denny)
horse bot fly,Gasterophilus intestinalis (De Geer)
horse follicle mite,Demodex equi Railliet
horse sucking louse,Haematopinus asini (Linnaeus)
horseradish flea beetle,Phyllotreta armoraciae (Koch)
house centipede,Scutigera coleoptrata (Linnaeus)
house cricket,Acheta domesticus (Linnaeus)
house fly,Musca domestica Linnaeus
house mite,Glycyphagus domesticus (DeGeer)
house mouse mite,Liponyssoides sanguineus (Hirst)
household casebearer,Phereoeca uterella Walsingham
huisache girdler,Oncideres pustulatus LeConte
human flea,Pulex irritans (Linnaeus)
Hunt bumble bee,Bombus huntii Greene
hunting billbug,Sphenophorus venatus vestitus Chittenden
hyaline grass bug,Liorhyssus hyalinus (Fabricius)
ilima leafminer,Philodoria marginestrigata (Walsingham)
ilima moth,Amyna natalis (Walker)
imbricated snout beetle,Epicaerus imbricatus (Say)
immigrant acacia weevil,Orthorhinus klugi Boheman
imperial moth,Eacles imperialis (Drury)
imported cabbageworm,Pieris rapae (Linnaeus)
imported crucifer weevil,Baris lepidii Germar
imported currantworm,Nematus ribesii (Scopoli)
imported longhorned weevil,Calomycterus setarius Roelofs
imported willow leaf beetle,Plagiodera versicolora (Laicharting)
incense-cedar wasp,Syntexis libocedrii Rohwer
Indian meal moth,Plodia interpunctella (Hübner)
indiscriminate cuckoo bumble bee,Bombus insularis (Smith)
inornate scale,Aonidiella inornata McKenzie
insidious flower bug,Orius insidiosus (Say)
introduced basswood thrips,Thrips calcaratus Uzel
introduced pine sawfly,Diprion similis (Hartig)
io moth,Automeris io (Fabricius)
iris borer,Macronoctua onusta Grote
iris thrips,Iridothrips iridis (Watson)
iris weevil,Mononychus vulpeculus (Fabricius)
Italian pear scale,Epidiaspis leperii (Signoret)
itch mite,Sarcoptes scabiei (De Geer)
ivory spongy moth,Lymantria albescens Hori & Umeno
ivy aphid,Aphis hederae Kaltenbach
jack pine budworm,Choristoneura pinus Freeman
jack pine sawfly,Neodiprion pratti banksianae Rohwer
jack pine tip beetle*,Conophthorus resinosae Hopkins
Japanese beetle,Popillia japonica Newman
Japanese broadwinged katydid,Holochlora japonica Brunner von Wattenwyl
Japanese grasshopper,Oxya velox (Fabricius)
Japanese pine blast scale*,Matsucoccus matsumurae (Kuwana)** 
Jeffrey pine beetle,Dendroctonus jeffreyi Hopkins
Jerusalem cricket,Stenopelmatus fuscus Haldeman
Johnson’s green lacewing,"Chrysoperla johnsoni Henry, Wells and Pupedis"
juniper midge,Contarinia juniperina Felt
juniper scale,Carulaspis juniperi (Bouché)
juniper tip midge,Oligotrophus betheli Felt
juniper webworm,Dichomeris marginella (Fabricius)
Kamehameha butterfly,Vanessa tameamea Eschscholtz
keyhole wasp,Pachodynerus nasidens (Latreille)
khapra beetle,Trogoderma granarium Everts
kiawe bean weevil,Algarobius bottimeri Kingsolver
kiawe flower moth,Ithome concolorella (Chambers)
kiawe roundheaded borer,Placosternus crinicornis (Chevrolat)
kiawe scolytid,Hypothenemus birmanus (Eichhoff)
Kirkaldy whitefly,Dialeurodes kirkaldyi (Kotinsky)
Klamathweed beetle,Chrysolina quadrigemina (Suffrian)
koa bug,Coleotichus blackburniae White
koa haole seed weevil,Araecerus levipennis Jordan
koa moth,Scotorythra paludicola (Butler)
koa seedworm,Cryptophlebia illepida (Butler)
kou leafworm,Ethmia nigroapicella (Saalm)
kudzu bug,Megacopta cribraria (Fabricius)
Kuroshio shothole borer,Euwallacea kuroshio Gomez & Hulcr
Lange metalmark,Apodemia mormo langei Comstock
lantana cerambycid,Plagiohammus spinipennis Thomson
lantana defoliator caterpillar,Hypena strigatus (Fabricius)
lantana gall fly,Eutreta xanthochaeta Aldrich
lantana hispid,Uroplata girardi Pic
lantana lace bug,Teleonemia scrupulosa Stål
lantana leaf beetle,Octotoma scabripennis Guérin-Méneville
lantana leafminer,Cremastobombycia lantanella Busck
lantana leaftier,Salbia haemorrhoidalis Guenée
lantana plume moth,Lantanophaga pusillidactyla (Walker)
lantana seed fly,Ophiomyia lantanae (Froggatt)
lantana stick caterpillar,Neogalea sunia (Guenée)
lappet moth,Phyllodesma americana (Harris)
larch aphid,Cinara laricis (Hartig)
larch casebearer,Coleophora laricella (Hübner)
larch sawfly,Pristiphora erichsonii (Hartig)
larder beetle,Dermestes lardarius Linnaeus
large aspen tortrix,Choristoneura conflictana (Walker)
large bigeyed bug,Geocoris bullatus (Say)
large chestnut weevil,Curculio caryatrypes (Boheman)
large chicken louse,Goniodes gigas (Taschenberg)
large cottony scale,Pulvinaria mammeae Maskell
large duck louse,Trinoton querquedulae (Linnaeus)
large kissing bug,Triatoma rubrofasciata (De Geer)
large milkweed bug,Oncopeltus fasciatus (Dallas)
large red slug,Arion ater rufus (Linnaeus)
large turkey louse,Chelopistes meleagridis (Linnaeus)
larger black flour beetle,Cynaeus angustus (LeConte)
larger canna leafroller,Calpodes ethlius (Stoll)
larger elm leaf beetle,Monocesta coryli (Say)
larger grain borer,Prostephanus truncatus (Horn)
larger Hawaiian cutworm,Agrotis crinigera (Butler)
larger lantana butterfly,Tmolus echion (Linnaeus)
